step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
19,PAYMENT,7073.92,C1007413478,0,0,M1977612047,0,0,0
14,CASH_OUT,96914.16,C1924039927,610,0,C314471105,6496614.61,6555945.46,0
16,PAYMENT,20707.68,C2075832063,214655.36,193947.68,M1536617049,0,0,0
18,CASH_OUT,162423.56,C1984335888,21765.01,0,C767700150,1734917.77,2036631.07,0
20,CASH_OUT,258204.41,C1826682031,8428,0,C1128454069,0,258204.41,0
20,CASH_IN,57764.37,C141918002,135366.98,193131.36,C547709432,0,0,0
9,TRANSFER,1074368.9,C2003048770,1772,0,C657312979,164003.18,2358600.11,0
23,PAYMENT,3858.87,C1533521975,39803.93,35945.06,M598390561,0,0,0
42,TRANSFER,805684.44,C703050288,20399,0,C1034940631,43927.74,849612.18,0
17,CASH_IN,7844.23,C441374722,408980,416824.23,C646832386,11336.33,3492.1,0
15,CASH_OUT,183214.33,C125853102,0,0,C847606553,319276.22,502490.54,0
10,CASH_OUT,273518.43,C1757678245,0,0,C1044100176,576473.5,899093.18,0
10,CASH_IN,69373.18,C1547499889,6310703.57,6380076.76,C1271835801,6489189.18,6388464.53,0
10,TRANSFER,2183475.86,C1663446979,0,0,C1606884481,5469850.07,7892113.58,0
43,CASH_IN,38620.9,C127557656,1051231.59,1089852.49,C369252352,2799257.75,2760636.85,0
45,CASH_IN,181055.45,C1640824094,7757,188812.45,C1407544509,0,0,0
44,DEBIT,1551.73,C803304084,124654,123102.27,C1831810007,315609.25,317160.98,0
14,CASH_OUT,126462.07,C507726547,0,0,C662822148,2324172.52,2681791.31,0
44,PAYMENT,23507.48,C282740069,0,0,M1883484916,0,0,0
43,CASH_IN,74825.95,C446333158,3848292.79,3923118.74,C1927693388,6365692.99,6063823.61,0
22,PAYMENT,9889.06,C26937217,11410,1520.94,M224683763,0,0,0
42,PAYMENT,1167.54,C1153221606,68593,67425.46,M1246915216,0,0,0
40,CASH_OUT,114026.04,C398141146,0,0,C1789798005,467387.94,581413.99,0
20,PAYMENT,12102.57,C2066776882,10637,0,M2133270517,0,0,0
18,PAYMENT,10700.07,C1410201469,497331,486630.93,M1586343112,0,0,0
6,PAYMENT,19852.81,C92686444,10089,0,M193240998,0,0,0
21,PAYMENT,18564.38,C1531937191,10317,0,M1175888393,0,0,0
36,TRANSFER,1243418.07,C1684767081,0,0,C494013484,1789821.23,3033239.3,0
20,CASH_OUT,11309.22,C853248357,154,0,C1817886095,394963.57,685151.49,0
42,TRANSFER,857879.11,C2063025676,20316,0,C455829974,2321193.02,3179072.13,0
19,CASH_OUT,161266.45,C1576030195,8568,0,C705245,271185.45,432451.9,0
13,PAYMENT,132.95,C1786360262,0,0,M204860039,0,0,0
10,CASH_OUT,251774.15,C180601518,0,0,C1035781898,316668.66,230298.86,0
43,PAYMENT,16272.08,C1243195635,0,0,M1322716561,0,0,0
17,CASH_OUT,445160.41,C92219825,9056,0,C1713233255,1213046.41,1658206.82,0
20,CASH_IN,127654.89,C1247394654,3293464.9,3421119.8,C190800361,1029426.6,1098112,0
11,TRANSFER,335558.11,C1835181887,16474,0,C1656139345,536226.99,871785.1,0
17,PAYMENT,5666.47,C825203881,0,0,M447352586,0,0,0
17,TRANSFER,524374.66,C301653322,262776.85,0,C194110612,1276081.75,1800456.42,0
37,CASH_IN,164458.31,C1325304224,24696,189154.31,C941698536,766943,559216.55,0
10,CASH_IN,326124.72,C707337046,1901356.37,2227481.09,C350185526,438836.73,22921.23,0
44,CASH_OUT,61828.88,C17396509,5512,0,C580286880,173872.47,235701.36,0
38,PAYMENT,16588.25,C1566089037,119444.55,102856.3,M1562811650,0,0,0
15,TRANSFER,91392.89,C307181760,31482,0,C273740766,0,91392.89,0
40,CASH_OUT,169106.98,C1372635109,0,0,C492297902,3278986.2,3448093.19,0
43,TRANSFER,228077.41,C119091609,0,0,C2074285009,8344522.13,8572599.54,0
13,PAYMENT,17963.1,C1042278883,249562.75,231599.65,M258033900,0,0,0
16,CASH_IN,298906.79,C679222160,11106,310012.79,C219006916,1475363.7,1176456.9,0
43,CASH_OUT,47151.57,C975377082,0,0,C267730331,987957.3,1035108.87,0
13,PAYMENT,14286.84,C1077740999,87,0,M2022185365,0,0,0
13,PAYMENT,5990.5,C453416729,11494,5503.5,M996339670,0,0,0
10,CASH_OUT,128516.26,C597825534,0,0,C555893800,7824467.38,9428852.98,0
20,PAYMENT,4576.05,C82898164,193957.63,189381.59,M756178180,0,0,0
9,TRANSFER,712883.64,C822433032,0,0,C144931946,3014762.97,4138719.99,0
37,CASH_IN,314327.98,C753871519,162684,477011.98,C1862380526,2682714.57,2178658.53,0
42,CASH_IN,105123.74,C242742659,9485157.58,9590281.32,C1470130985,462351.64,357227.91,0
14,CASH_OUT,7899.55,C1324893787,0,0,C457880796,4939200.57,4947100.13,0
22,CASH_IN,25460.73,C462335511,1606244.5,1631705.23,C1526507740,147790.02,122329.29,0
36,CASH_OUT,26589.49,C27422769,0,0,C1959671273,370634.09,397223.58,0
17,CASH_OUT,119486.88,C504674233,0,0,C1325221761,2249162.07,2540468.3,0
45,PAYMENT,9939.41,C985682359,185425.99,175486.59,M357636931,0,0,0
15,PAYMENT,7107.89,C1188877202,0,0,M551235417,0,0,0
34,CASH_IN,123242.65,C741189867,3022743.94,3145986.6,C735406499,1191271.79,1068029.14,0
36,CASH_IN,51129.55,C448559149,169,51298.55,C1256397776,0,0,0
44,PAYMENT,7544.57,C1836514342,43263,35718.43,M283724994,0,0,0
5,CASH_IN,281196.15,C57172873,1.23E+07,1.25E+07,C214774813,1.33E+07,1.30E+07,0
40,TRANSFER,122768.56,C758007344,0,0,C369492528,525059.96,793286.61,0
94,CASH_IN,39318.29,C246551429,820762.28,860080.56,C643154295,53851.47,14533.18,0
44,CASH_OUT,125749.09,C736912242,14532,0,C2056244803,0,125749.09,0
8,CASH_OUT,130494.67,C262954048,0,0,C863811613,4345973.72,1.42E+07,0
10,CASH_IN,258410.35,C1672822404,5555,263965.35,C1909786419,0,431468.36,0
43,PAYMENT,4622.66,C1489184972,0,0,M142719891,0,0,0
35,CASH_OUT,113400.48,C1592751769,993,0,C2003549246,0,113400.48,0
14,PAYMENT,12394.74,C649331816,134385.08,121990.34,M14174979,0,0,0
35,CASH_OUT,155752.09,C2047062566,0,0,C247937494,388132.68,631848.6,0
38,CASH_OUT,122349.88,C119605694,49600,0,C856515197,331345.32,453695.21,0
16,CASH_IN,334662.15,C555380100,618156,952818.15,C595453939,1543317.61,1287628.63,0
41,CASH_IN,71527.52,C694762842,462574.82,534102.34,C948629059,150970.26,79442.74,0
18,TRANSFER,432724.57,C1166609972,25776,0,C1226964344,0,636108.46,0
19,CASH_OUT,124552.33,C1720695441,10814,0,C1898490627,35346.99,159899.32,0
42,PAYMENT,10360.82,C1020948804,10618,257.18,M1305435177,0,0,0
11,CASH_IN,415983.8,C1736441909,982081.78,1398065.58,C277216662,21352,154347.17,0
16,PAYMENT,1612.19,C1112181492,6183,4570.81,M1849323346,0,0,0
45,PAYMENT,9677.79,C281164041,85084,75406.21,M42697613,0,0,0
11,PAYMENT,9432.38,C534995309,0,0,M704101287,0,0,0
10,PAYMENT,17458.32,C591683382,555301,537842.68,M1701345590,0,0,0
21,CASH_IN,129225.63,C715400652,1.92E+07,1.94E+07,C1116529621,1176273.02,1047047.39,0
38,PAYMENT,5570.01,C165732914,1186,0,M876650436,0,0,0
18,CASH_OUT,33514.79,C1790121915,466009.96,432495.17,C1421711260,0,358999.5,0
94,PAYMENT,10363.55,C32504516,0,0,M229799730,0,0,0
37,TRANSFER,1739622.7,C1751804867,5010,0,C1033372745,0,1739622.7,0
13,PAYMENT,13858.12,C24238286,0,0,M167048758,0,0,0
19,CASH_OUT,271958.22,C472885434,0,0,C474596505,1350002.3,1781848.23,0
12,PAYMENT,20882.86,C1313409771,54217,33334.14,M992204088,0,0,0
48,PAYMENT,4108.62,C1196006500,20299,16190.38,M2046507142,0,0,0
40,CASH_IN,29059.64,C63947498,1214723.22,1243782.85,C354559359,4612154.31,4583094.67,0
16,CASH_IN,41452.86,C1174761779,4630213.48,4671666.34,C924474448,295267.41,35824.88,0
17,CASH_IN,134279.03,C829730527,154034,288313.03,C1308116807,188652.57,650729.93,0
22,PAYMENT,6334.62,C818045792,101110,94775.38,M814116331,0,0,0
12,CASH_OUT,67968,C578599759,0,0,C838924005,1623836.89,1691804.89,0
14,CASH_IN,141810.53,C613472812,2728120.16,2869930.69,C810631086,7059031.66,7131202.77,0
42,CASH_IN,209987.47,C1262062536,16421,226408.47,C283459723,0,0,0
17,CASH_IN,28546.84,C1709630916,353412.83,381959.68,C836905049,452753.1,424206.26,0
38,PAYMENT,11190.36,C95658185,273260.54,262070.19,M1027175449,0,0,0
10,CASH_OUT,78509.56,C465639810,0,0,C195418285,245297.31,663807,0
17,PAYMENT,28934.14,C1374614282,527168.11,498233.97,M728047171,0,0,0
40,CASH_IN,210356.37,C254958490,6627550.42,6837906.79,C632816570,214082.77,3726.39,0
18,CASH_OUT,127409.26,C1824262109,373230.5,245821.24,C1904640748,2598725.67,2726134.92,0
41,CASH_IN,17532.98,C72057674,11118,28650.98,C332090033,12077.62,0,0
8,PAYMENT,3967.8,C975347430,0,0,M2028420741,0,0,0
12,CASH_IN,28521.08,C2091096579,2537738.24,2566259.32,C1319869164,842155.33,813634.25,0
40,CASH_OUT,251000.02,C44688313,0,0,C441511715,527489.53,778489.55,0
40,CASH_IN,154866.75,C207421600,1536,156402.75,C1154845843,4015568.76,3860702.02,0
41,CASH_OUT,133015.94,C1947664967,39666,0,C212939891,84624.96,501854.2,0
16,PAYMENT,8857.55,C881880557,74961,66103.45,M1059685955,0,0,0
8,PAYMENT,3203.33,C1472298019,0,0,M1556465580,0,0,0
19,TRANSFER,310188.59,C1044088195,40865,0,C672448466,876377.86,1186566.45,0
12,PAYMENT,8153.7,C2095892424,6199.38,0,M1806360239,0,0,0
20,PAYMENT,7039.49,C1265342467,596145.08,589105.6,M1689026230,0,0,0
42,PAYMENT,18035.74,C330382052,245910.75,227875.01,M2009689252,0,0,0
44,PAYMENT,2116.48,C847371866,53069.6,50953.12,M1223592389,0,0,0
43,CASH_OUT,72815.59,C1865803613,134210,61394.41,C1634536278,8146.3,80961.89,0
20,CASH_IN,159963.88,C1957848701,13574,173537.88,C1370597916,0,0,0
48,PAYMENT,11508.27,C734830513,14303,2794.73,M356558499,0,0,0
8,PAYMENT,10248.12,C83790911,50769,40520.88,M1060887678,0,0,0
16,CASH_IN,4502.67,C1754311894,4909864.66,4914367.33,C1969968454,157918.43,153415.76,0
40,CASH_OUT,38152.22,C1160610074,0,0,C1801054242,1302600.22,1696242.42,0
20,CASH_OUT,80829.6,C920173157,0,0,C1243461337,2329886.93,2410716.54,0
36,CASH_OUT,166030.59,C1753893391,0,0,C216371172,388652.97,554683.57,0
10,PAYMENT,10682.31,C102833571,6276,0,M1792835980,0,0,0
19,CASH_OUT,193337.36,C1898286931,0,0,C1575893173,2961228.71,3154566.07,0
33,TRANSFER,2861367,C2032370758,5097,0,C1885366151,1133262.3,3908480.42,0
18,CASH_OUT,292939.16,C1643525979,20909,0,C491833216,267672.03,787809.8,0
9,CASH_OUT,429923.43,C269107872,183374,0,C1012183709,112532.08,66708.18,0
35,PAYMENT,4877.82,C1549081802,0,0,M305628626,0,0,0
39,CASH_OUT,90827.95,C1794961342,111159,20331.05,C1112006491,312639.45,403467.4,0
44,CASH_IN,285705.12,C1232761289,393596,679301.12,C1030128748,2.43E+07,2.40E+07,0
15,CASH_IN,30174.98,C987242708,1461506,1491680.98,C2059639789,2550044.44,2798836.99,0
35,CASH_OUT,196362.41,C1714439986,12663.71,0,C989409073,2554447.14,2331234.32,0
19,CASH_IN,102397.43,C1028131734,26595,128992.43,C275925618,1637685.63,1054510.87,0
46,CASH_OUT,166608.35,C1886122791,0,0,C1023320840,359675.09,526283.44,0
12,CASH_OUT,768512.62,C865178039,185864,0,C1599334040,1479087.94,1909025.95,0
17,CASH_OUT,372795.56,C757710566,0,0,C781231070,1539235.76,2142705.37,0
18,CASH_OUT,147772.59,C2110835056,0,0,C1013580401,214885,284076.51,0
43,PAYMENT,9966.16,C161278704,747,0,M104371220,0,0,0
42,PAYMENT,16024.14,C216951438,64261.99,48237.84,M1801679138,0,0,0
93,PAYMENT,7541.76,C1352992645,0,0,M1762606468,0,0,0
18,CASH_OUT,47993.66,C659169904,3255,0,C110556224,0,0,0
10,PAYMENT,13842.2,C740678241,86555.09,72712.89,M655022069,0,0,0
18,CASH_IN,108437.78,C907047212,2637185.86,2745623.64,C158015984,541107.34,432669.56,0
16,CASH_IN,103975.75,C1953955075,483425,587400.75,C475283073,0,0,0
34,CASH_IN,64473.34,C2112329455,506738.67,571212.01,C1097100765,6237075.19,6172601.86,0
15,CASH_OUT,25278.14,C655546685,12099.77,0,C1075564985,8223004.22,8769923.55,0
20,PAYMENT,4485.24,C1082014062,237852.59,233367.35,M869537884,0,0,0
20,CASH_OUT,73171.65,C1154971002,13324,0,C2014007662,1832997.75,1517841.06,0
8,CASH_IN,63111.4,C432019927,2386656.07,2449767.47,C68113386,1.22E+07,1.21E+07,0
16,CASH_OUT,110580.06,C407646301,0,0,C835309141,1.07E+07,1.08E+07,0
35,CASH_OUT,122934.11,C78478166,25907,0,C1932927361,827750.43,950684.54,0
33,CASH_OUT,204235.14,C1977429056,0,0,C323227296,833594.22,1037829.36,0
14,TRANSFER,25415.06,C1171661049,0,0,C213360872,131329.73,1273884.55,0
13,PAYMENT,25230.47,C1636314690,0,0,M1501642092,0,0,0
45,PAYMENT,8914.68,C1371419524,180,0,M609743428,0,0,0
39,PAYMENT,12325.64,C1661925843,0,0,M2015474989,0,0,0
94,CASH_IN,108044.31,C1083543247,2.19E+07,2.21E+07,C1483155894,232034.58,123990.26,0
17,PAYMENT,2119.2,C365061923,125893,123773.8,M1153801938,0,0,0
36,CASH_OUT,80193.48,C309657480,0,0,C1600099630,594103.52,674297,0
38,PAYMENT,21792.59,C563972985,10217,0,M588087692,0,0,0
37,CASH_OUT,57297.26,C644003871,213538,156240.74,C803179208,416010.33,473307.59,0
39,PAYMENT,4473.11,C846594948,0,0,M1585700689,0,0,0
21,CASH_IN,121212.3,C88712154,985,122197.3,C1534207681,0,0,0
40,CASH_OUT,257454.28,C731492539,105741,0,C405438084,80208.12,337662.4,0
17,TRANSFER,1375783.03,C242271743,0,0,C163845843,1570900.25,2946683.28,0
13,CASH_OUT,118905.61,C2017733661,0,0,C260566637,735076.73,1236838.94,0
17,CASH_IN,129640.15,C1695937094,10157,139797.15,C830615916,3463081.65,3333441.5,0
18,CASH_OUT,227854.55,C2139502351,0,0,C329577331,1168664.7,1312287.07,0
34,PAYMENT,24116.04,C469204112,30342,6225.96,M1076245912,0,0,0
12,CASH_OUT,335940.15,C496427331,11987,0,C159608248,1309179.59,2157717.68,0
19,PAYMENT,11691.32,C2012866389,32149,20457.68,M1326346900,0,0,0
9,CASH_IN,225579.32,C319095282,8218,233797.32,C911742574,58941.06,0,0
45,PAYMENT,5132.33,C354879421,79584.25,74451.92,M610118610,0,0,0
14,CASH_OUT,41539,C271919174,0,0,C1623014027,3895160.51,4117756.74,0
40,CASH_IN,54088.05,C1147106819,8695233.79,8749321.84,C1967421928,1291670.33,1237582.28,0
21,CASH_IN,75055.45,C1708767263,377722.71,452778.16,C899010862,125878.67,50823.23,0
94,CASH_IN,142442.85,C630256509,8620072.25,8762515.1,C746704387,316350.89,173908.04,0
36,CASH_OUT,354315.02,C2080087964,60851,0,C1303295016,2511659.85,2865974.87,0
41,CASH_OUT,295591.35,C944736139,36931,0,C1878656813,143240.12,438831.47,0
16,CASH_IN,129448.67,C1974306617,20349,149797.67,C1211312974,515879.25,386430.58,0
12,PAYMENT,28843.72,C1708959357,0,0,M1271291022,0,0,0
42,CASH_OUT,45117.86,C702533128,0,0,C409003233,1142582.02,1187699.89,0
10,PAYMENT,14597.48,C953243324,6066,0,M1364520645,0,0,0
8,PAYMENT,5577.71,C1912094673,162,0,M1424080984,0,0,0
43,PAYMENT,3558.86,C1668415917,108859,105300.14,M1166237228,0,0,0
16,CASH_OUT,222911.47,C1245331786,15,0,C1988152146,2369893.02,2586838.28,0
36,CASH_IN,233640.37,C1713343613,3365860.72,3599501.08,C1823074669,477592.98,12229.09,0
33,CASH_OUT,723962.83,C1797427125,10100,0,C1965592391,165236.37,889199.2,0
10,CASH_OUT,110958.77,C1636721009,0,0,C645737730,198098.91,440621.03,0
10,PAYMENT,3537.8,C520015120,23583,20045.2,M1735900978,0,0,0
38,CASH_OUT,344751.22,C799050457,13474,0,C670835790,5663110.59,6007861.82,0
12,CASH_OUT,84583.38,C505152542,0,0,C1521873113,2208649.52,3246641.79,0
35,PAYMENT,11475.34,C1879255728,114995.63,103520.29,M2123674053,0,0,0
40,PAYMENT,14604.91,C336016051,10346,0,M727879936,0,0,0
48,PAYMENT,8527.49,C1109511103,160616,152088.51,M375731954,0,0,0
41,TRANSFER,516616.49,C388146991,0,0,C1308989175,4705905.21,5222521.7,0
21,PAYMENT,9559.23,C1586264282,51999,42439.77,M356732709,0,0,0
36,CASH_OUT,126378.33,C94975253,0,0,C1120574353,136172.49,262550.81,0
19,CASH_OUT,203651.51,C408277762,312617,108965.49,C565239029,956940.94,1160592.45,0
43,CASH_OUT,111774.65,C1429554807,0,0,C1589229006,563723.64,675498.29,0
42,PAYMENT,8916.49,C1025506601,14111,5194.51,M821673759,0,0,0
35,CASH_OUT,83182.64,C613765629,0,0,C1858260283,811354.29,894536.94,0
17,CASH_OUT,83316.25,C939257088,0,0,C1683259208,502952.5,586268.75,0
20,CASH_IN,162702.69,C853769763,306201.81,468904.5,C678637562,529514.04,366811.35,0
44,TRANSFER,550750.64,C1408386634,0,0,C1836115525,1131509.91,1682260.55,0
22,CASH_OUT,79316.29,C1198953877,416,0,C1531014120,0,79316.29,0
14,CASH_IN,277090.72,C94646440,4837251.1,5114341.82,C307216425,320629.1,43538.38,0
10,CASH_OUT,458373.25,C1278875067,42051,0,C127886086,868,253428.87,0
40,CASH_IN,20441.48,C703444256,1468214.83,1488656.3,C740834043,1209310.31,1311247.68,0
33,CASH_OUT,357135.04,C1436938083,20558,0,C481199409,48404.08,405539.13,0
20,CASH_OUT,484370.93,C808988651,0,0,C451446,942334.15,1996315.67,0
45,CASH_OUT,180527.43,C1151724730,0,0,C1359628254,1751115.34,1931642.78,0
17,PAYMENT,4318.17,C1787521600,0,0,M1904387825,0,0,0
36,PAYMENT,5370.54,C1937217224,0,0,M1047359626,0,0,0
10,PAYMENT,425.69,C1639368037,0,0,M1232781201,0,0,0
11,PAYMENT,4349.57,C1177356296,0,0,M2104264963,0,0,0
37,PAYMENT,777.23,C705011746,0,0,M838780580,0,0,0
19,CASH_OUT,467911.41,C923579528,4716,0,C825936647,0,224216.34,0
36,CASH_OUT,609351.52,C149860285,52120,0,C1974895957,2321234.95,2930586.46,0
8,PAYMENT,9973.25,C516369079,56324,46350.75,M612957520,0,0,0
37,PAYMENT,74716.71,C1572138470,29,0,M1393025821,0,0,0
10,CASH_IN,350375.97,C1667414267,14300,364675.97,C2113400285,603556.9,0,0
37,PAYMENT,11927.06,C327631811,0,0,M1623878211,0,0,0
37,CASH_OUT,190738.38,C1103915546,261260.18,70521.8,C1714801266,0,1521105.94,0
43,PAYMENT,2825.24,C1079383099,4256,1430.76,M1786797551,0,0,0
37,CASH_OUT,35539.24,C2142941253,0,0,C485543841,690644.37,1016242.02,0
20,CASH_OUT,439166.28,C1185282812,0,0,C2037429693,1093541.71,1532707.98,0
13,CASH_OUT,652540.84,C148356786,25599,0,C1247392358,186131.71,838672.55,0
36,CASH_OUT,4480.92,C1739903484,0,0,C1118473632,3707378.99,3711859.91,0
43,CASH_IN,47376.16,C1790760513,1.00E+07,1.01E+07,C1764821186,72738.47,25362.31,0
24,PAYMENT,383.79,C798962237,0,0,M524597379,0,0,0
20,CASH_IN,228850.49,C373321919,12152,241002.49,C1314405578,373248.13,144397.64,0
35,PAYMENT,15855.24,C691043561,439509.01,423653.76,M1413005100,0,0,0
10,CASH_OUT,34318.09,C1173400800,11649.32,0,C180356981,1149189.21,1312918.1,0
43,PAYMENT,9023.01,C691306384,236732,227708.99,M1249112979,0,0,0
11,TRANSFER,1452855.6,C557071249,11475,0,C91104252,924910.4,2377766,0
47,PAYMENT,3402.37,C1901016002,17736,14333.63,M542633721,0,0,0
41,CASH_IN,406958.13,C1853715939,4670576.09,5077534.23,C2075593568,1323986.04,917027.9,0
40,CASH_OUT,87595.52,C474318793,10295,0,C808906453,965845.22,1053440.74,0
11,CASH_OUT,322682.78,C349160816,0,0,C2094777811,3957283.95,4609653.12,0
39,CASH_OUT,54092.16,C1857466026,146145,92052.84,C1502601544,83586.03,137678.18,0
21,PAYMENT,5694.22,C1229311658,40445,34750.78,M272373891,0,0,0
13,CASH_IN,320184.6,C1861712253,755483.93,1075668.53,C1868246808,346768.77,26584.16,0
15,CASH_IN,188543.19,C1651600064,31881,220424.19,C481357007,0,0,0
18,CASH_OUT,317769,C738772937,0,0,C1743304222,3501204.4,3818973.4,0
40,CASH_IN,206800.36,C42452361,1369035.81,1575836.17,C1399141306,296225.41,89425.05,0
11,CASH_IN,83552.49,C1746540741,1481138.49,1564690.98,C502708869,206223.16,947595.76,0
40,PAYMENT,9050.82,C1872899157,31858,22807.18,M1209660781,0,0,0
37,CASH_OUT,54862.03,C1059774743,0,0,C579172988,183294.1,238156.13,0
39,CASH_OUT,60618.49,C608995263,387,0,C606122452,9290.52,69909.01,0
36,CASH_OUT,214373.24,C820796248,0,0,C1387567249,487672.57,702045.81,0
17,CASH_OUT,138203.72,C506258547,22114,0,C1361406850,0,138203.72,0
40,CASH_IN,157150.05,C1685483287,767706.41,924856.45,C510633797,361847.14,204697.1,0
10,CASH_OUT,276528.53,C1883073248,19954,0,C1477591142,4797171.08,5218523.13,0
21,TRANSFER,243964.33,C1220580729,22429,0,C312337137,1258271.23,1502235.56,0
16,CASH_IN,149056.91,C965644790,74755,223811.91,C455829974,338521.41,189464.49,0
20,PAYMENT,4326.86,C1033213926,39293.49,34966.64,M1331572142,0,0,0
19,PAYMENT,10783.76,C139460482,107222.95,96439.18,M1252444699,0,0,0
41,PAYMENT,9273.03,C129088250,292,0,M1126454647,0,0,0
20,CASH_OUT,37466.1,C1459318574,0,0,C988406186,1.10E+07,1.11E+07,0
13,CASH_IN,187936.22,C83498835,104442,292378.22,C1351164037,1004333.01,790679.62,0
44,CASH_IN,44277.95,C1102144298,6299549.72,6343827.68,C654653597,1087756.97,1043479.02,0
13,PAYMENT,7838.66,C598414776,209743.62,201904.96,M114904997,0,0,0
10,CASH_OUT,319919.59,C180360218,1708,0,C1280512370,140347.6,582511.88,0
12,CASH_IN,218337.16,C1604831248,149338,367675.16,C83938602,1549914.08,1331576.92,0
49,PAYMENT,3986.91,C465946274,35014,31027.09,M636501391,0,0,0
94,PAYMENT,4668.5,C2034867402,0,0,M10967090,0,0,0
22,PAYMENT,10954.66,C453523148,0,0,M2087193203,0,0,0
9,PAYMENT,11524.87,C912912795,551,0,M1663313063,0,0,0
8,CASH_OUT,314993.82,C334154191,0,0,C1083142315,1544585.13,4094687.06,0
35,PAYMENT,36460.74,C1082484220,11485,0,M1391428500,0,0,0
19,CASH_OUT,151949,C1375470754,40804,0,C233230125,1488340.34,1640289.35,0
10,PAYMENT,9672.32,C1369021912,59415,49742.68,M1942757973,0,0,0
18,CASH_OUT,13003.91,C159305770,10519,0,C226684521,43159,56162.91,0
44,PAYMENT,3873.1,C1929007144,0,0,M52232421,0,0,0
11,CASH_OUT,20530.44,C2107935784,0,0,C206456350,588526.51,609056.95,0
18,CASH_IN,115433.26,C88043260,1.12E+07,1.13E+07,C2010895184,2139006.57,2023573.31,0
18,TRANSFER,115378.47,C310071262,0,0,C872503242,740783.93,632985.27,0
11,PAYMENT,18416.7,C1617614709,19901,1484.3,M287765182,0,0,0
11,CASH_OUT,85809.47,C50540368,0,0,C147647618,6203381.6,6289191.07,0
21,CASH_IN,278413.46,C1705987918,2435979.88,2714393.35,C430101713,354599.19,76185.73,0
33,CASH_OUT,208414.3,C1623954561,5153,0,C98474301,3619740.32,3828154.62,0
37,PAYMENT,37125.03,C922728255,105074,67948.97,M1024738371,0,0,0
46,PAYMENT,1194.69,C1561812398,91007.22,89812.53,M2115443887,0,0,0
34,PAYMENT,31004.01,C884944955,11520,0,M137611875,0,0,0
18,CASH_IN,158786.04,C586504393,1.90E+07,1.92E+07,C451008973,1310789.5,1100067.3,0
9,CASH_IN,108968.11,C2064793766,20854,129822.11,C480267345,3120116.11,4156063.56,0
8,CASH_IN,221571.74,C541397596,3167394.26,3388966,C64133603,619131.66,68110.02,0
34,CASH_OUT,75251.46,C807634062,0,0,C993004934,408526.41,703396.37,0
16,CASH_OUT,9183.49,C1589790955,37643,28459.51,C1501783499,183844.49,193027.98,0
15,CASH_IN,2523.49,C787645395,4340252.07,4342775.56,C1369540030,138458.24,135934.75,0
16,PAYMENT,22931.59,C78062172,0,0,M1075422498,0,0,0
41,PAYMENT,13697.72,C460115875,199262,185564.28,M1386294995,0,0,0
25,PAYMENT,9309.4,C641019276,388,0,M201135870,0,0,0
34,PAYMENT,10661.77,C1646864341,7555,0,M1190279266,0,0,0
15,TRANSFER,840612.59,C1345601256,0,0,C904300960,925770.22,1410957.34,0
12,PAYMENT,19470.64,C1970457421,201617.65,182147.01,M38804549,0,0,0
39,PAYMENT,11301.76,C2146781152,30633,19331.24,M225263305,0,0,0
19,CASH_OUT,78390.52,C1927376889,0,0,C885341792,956602.89,1034993.41,0
12,PAYMENT,14585.61,C667579712,99409,84823.39,M1197434116,0,0,0
16,PAYMENT,6460.46,C491733960,11846,5385.54,M789781980,0,0,0
15,CASH_OUT,174711.07,C1494254633,5019,0,C1685546332,496842.36,671553.43,0
16,CASH_OUT,598988.37,C432750087,0,0,C385236780,1915533.94,3726975.71,0
14,CASH_IN,57132.26,C429069596,556766.44,613898.7,C1282219807,65717.71,8585.44,0
20,PAYMENT,10191.31,C50642680,141167.5,130976.2,M327398864,0,0,0
12,PAYMENT,5791.34,C1549791487,0,0,M798028815,0,0,0
13,CASH_OUT,225173.81,C2051158686,0,0,C869030806,379647.35,964202.28,0
19,CASH_OUT,63922.95,C1124440576,930754.03,866831.07,C250987587,7392037.11,7455960.06,0
44,CASH_OUT,54132.2,C1897310539,0,0,C10539172,332452.39,386584.59,0
40,CASH_OUT,55936.71,C1899265790,0,0,C1039891000,118221.46,174158.17,0
22,PAYMENT,4545.73,C2009446385,47895,43349.27,M112681456,0,0,0
36,CASH_IN,198171.35,C1233317965,7268182.25,7466353.6,C42985690,2879302.09,2681130.74,0
23,TRANSFER,917350.57,C2124678226,0,0,C81465126,1134519.36,1828201.37,0
36,CASH_OUT,58589.75,C464089972,0,0,C1234363215,387999.09,446588.84,0
18,CASH_IN,37598.14,C1022602340,8404982.47,8442580.61,C883354857,302959.53,78834,0
19,PAYMENT,3045.42,C903337330,112759,109713.58,M351808266,0,0,0
9,PAYMENT,9443.01,C122991104,78463.77,69020.75,M1852645544,0,0,0
42,CASH_OUT,110196.81,C79376585,3078,0,C1077716341,252214.49,362411.3,0
37,CASH_IN,91056.18,C2105677681,4702275.12,4793331.3,C838197011,117103.69,26047.5,0
14,PAYMENT,3947.76,C141173341,20478,16530.24,M1420095010,0,0,0
16,CASH_IN,147987.08,C206931839,31311.18,179298.26,C1577632852,212544.86,64557.77,0
43,TRANSFER,166005.57,C1209325727,0,0,C714151420,268325.14,384816.72,0
42,PAYMENT,2063.82,C675879326,80,0,M1910940362,0,0,0
